ammenity,location,name,price,type,view,Column1,Cleaned_name,Number of Ammenity
"Air-Conditioning, Washing Machine, Share Bathroom, Near KTM / LRT, Near LRT / MRT, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground",Malaysia,"Master Room at Subang Jaya, Selangor",RM 950.00,Master Room,20,Views,Master Room at Subang Jaya Selangor,10
"Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, 24 hours security, Swimming Pools, Gymnasium Facility, Playground",Penang,Middle Room at Bukit Mertajam MAHKOTA IMPIAN RM 550.,RM 550.00,Middle Room,47,Views,Middle Room at Bukit Mertajam MAHKOTA IMPIAN RM 550.,8
"Air-Conditioning, Wifi / Internet Access, 24 hours security, Swimming Pools, Gymnasium Facility, Playground",Seberang Perai,Middle Room at Mahkota Impian RM 550.,RM 550.00,Middle Room,25,Views,Middle Room at Mahkota Impian RM 550.,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Mini Market",Petaling Jaya,MIDDLE ROOM COVA SUITES,RM 600.00,Middle Room,27,Views,MIDDLE ROOM COVA SUITES,13
"Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM, Mini Market",Malaysia,"Single Room at Shah Alam, Selangor",RM 400.00,Single Room,29,Views,Single Room at Shah Alam Selangor,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park",Malaysia,Private Single Room for rent,RM 550.00,Single Room,45,Views,Private Single Room for rent,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Kuala Lumpur,"Master Room at Titiwangsa Sentral, Titiwangsa","RM 1,100.00",Master Room,29,Views,Master Room at Titiwangsa Sentral Titiwangsa,17
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Kuala Lumpur,"Middle Room at Parkhill Residence, Bukit Jalil",RM 750.00,Middle Room,41,Views,Middle Room at Parkhill Residence Bukit Jalil,22
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Mini Market",Kuala Lumpur,"Master Room near 163 Retail, Arcoris Mont Kiara","RM 1,000.00",Master Room,39,Views,Master Room near 163 Retail Arcoris Mont Kiara,12
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, 24 hours security, Playground, Surau, Mini Market",Malaysia,"Middle Room at Rawang, Selangor",RM 300.00,Middle Room,39,Views,Middle Room at Rawang Selangor,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Private Bathroom, Near LRT / MRT, Near LRT, Near Train, Near Bus stop, 24 hours security, Mini Market",KL City Centre,[ Pudu Fraser City Campus Lodge ] Fully Furnished Studio with Single Bed & Private Bathroom! (New Unit) near LRT Chan Sow Lin in Fraser Business Park,RM 650.00,Studio,30,Views, Pudu Fraser City Campus Lodge  Fully Furnished Studio with Single Bed  Private Bathroom New Unit near LRT Chan Sow Lin in Fraser Business Park,11
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop",Kuala Lumpur,🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Middle Room with Double Single Bedroom with Fan & A/C For Rent near Nu Sentral,RM 750.00,Middle Room,27,Views, KL Sentral Mansion Sentral  Fully Furnished Middle Room with Double Single Bedroom with Fan  AC For Rent near Nu Sentral,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near MRT, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Surau, Mini Market",Petaling Jaya,Brand New Fully Furnished Cozy Queen Bedroom For Rent,RM 650.00,Middle Room,24,Views,Brand New Fully Furnished Cozy Queen Bedroom For Rent,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Selangor,"Fully Furnished Single Room @ The Istara Condominium, Walking Distance To BAC & LRT",RM 700.00,Single Room,28,Views,Fully Furnished Single Room  The Istara Condominium Walking Distance To BAC  LRT,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Selangor,"Fully Furnished Master Room @ The Istara Condominium, Walking Distance To BAC & LRT","RM 1,100.00",Master Room,22,Views,Fully Furnished Master Room  The Istara Condominium Walking Distance To BAC  LRT,14
"Air-Conditioning, Washing Machine, Cooking Allowed, Near KTM / LRT, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park, Mini Market",Malaysia,"FULLY FURNISHED + UTILITIES RM560  @ MENARA MEGAH CONDO, JALAN IPOH, SENTUL, KL CITY CENTER",RM 560.00,Middle Room,28,Views,FULLY FURNISHED  UTILITIES RM560   MENARA MEGAH CONDO JALAN IPOH SENTUL KL CITY CENTER,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop",Selangor,F/F SINGLE ROOM at SS2 nearby LRT Station include utility / cleaning / WIFI,RM 450.00,Single Room,22,Views,FF SINGLE ROOM at SS2 nearby LRT Station include utility  cleaning  WIFI,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Selangor,"Univ 360 Place Seri Kembangan Middle Room For Rent, Nearby Taman Bukit Serdang Jaya, The Mines",RM 650.00,Middle Room,21,Views,Univ 360 Place Seri Kembangan Middle Room For Rent Nearby Taman Bukit Serdang Jaya The Mines,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Selangor,"Univ 360 Place Seri Kembangan BIG Middle Room For Rent, Nearby Taman Bukit Serdang Jaya, The Mines",RM 650.00,Middle Room,23,Views,Univ 360 Place Seri Kembangan BIG Middle Room For Rent Nearby Taman Bukit Serdang Jaya The Mines,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park, Mini Market",Petaling Jaya,⛳[ One Damansara Damansara Damai ] Fully Furnished Master Rooms with Bathroom Fan & A/C at Bandar Sri Damansara near Sungai Buloh,RM 880.00,Master Room,9,Views, One Damansara Damansara Damai  Fully Furnished Master Rooms with Bathroom Fan  AC at Bandar Sri Damansara near Sungai Buloh,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Gymnasium Facility, Mini Market",Petaling Jaya,⛳[ One Damansara Damansara Damai ] Fully Furnished Balcony Medium Bedroom with Fan & A/C at Bandar Sri Damansara near Sungai Buloh (RM680),RM 680.00,Middle Room,8,Views, One Damansara Damansara Damai  Fully Furnished Balcony Medium Bedroom with Fan  AC at Bandar Sri Damansara near Sungai Buloh RM680,8
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop",Kuala Lumpur,🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Single Bedroom with Fan & A/C For Rent 🔥 (New Renovated Unit) RM610 onlu,RM 610.00,Single Room,35,Views, KL Sentral Mansion Sentral  Fully Furnished Single Bedroom with Fan  AC For Rent  New Renovated Unit RM610 onlu,10
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop",Kuala Lumpur,🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Single Bedroom with Fan & A/C For Rent 🔥 (New Renovated Unit) RM640 onlu,RM 640.00,Single Room,42,Views, KL Sentral Mansion Sentral  Fully Furnished Single Bedroom with Fan  AC For Rent  New Renovated Unit RM640 onlu,10
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security",Kuala Lumpur,🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Middle Room with Double Single Bedroom with Fan & A/C For Rent 🔥 (New Renovated Unit) RM750 onlu,RM 750.00,Middle Room,31,Views, KL Sentral Mansion Sentral  Fully Furnished Middle Room with Double Single Bedroom with Fan  AC For Rent  New Renovated Unit RM750 onlu,12
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop",Kuala Lumpur,🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Middle Room with Double Single Bedroom with Fan & A/C For Rent 🔥 (New Renovated Unit) RM710 onlu,RM 710.00,Middle Room,61,Views, KL Sentral Mansion Sentral  Fully Furnished Middle Room with Double Single Bedroom with Fan  AC For Rent  New Renovated Unit RM710 onlu,11
"Air-Conditioning, Washing Machine, Cooking Allowed, Private Bathroom, Near LRT / MRT, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park, Mini Market",Selangor,"High Privacy, Cozy Middle Room with Private Bathroom near Astetica Residence, Mines, UPM, Australian Intl School, Hospital Serdang, UNITEN, Bkt Jalil",RM 700.00,Middle Room,26,Views,High Privacy Cozy Middle Room with Private Bathroom near Astetica Residence Mines UPM Australian Intl School Hospital Serdang UNITEN Bkt Jalil,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, 24 hours security, Mini Market",Kuala Lumpur,⭐️Master Room For Rent At KL Chow kit⭐️,RM 900.00,Master Room,38,Views,Master Room For Rent At KL Chow kit,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Surau, Mini Market",Malaysia,"NEW UNIT!!! Medium Room @TR Residence, Titiwangsa KL","RM 1,000.00",Middle Room,29,Views,NEW UNIT Medium Room TR Residence Titiwangsa KL,16
"Cooking Allowed, Share Bathroom, Playground, Surau, Mini Market",Malaysia,"Master Room at Bangi, Selangor",RM 300.00,Master Room,44,Views,Master Room at Bangi Selangor,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near MRT, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Covered car park, Mini Market",Selangor,🌟[ Sungai Buloh SqWhere Residences ] Fully Furnished Middle Room Newly Renovated Unit🔥 at 29th Floor MYR 830.00,RM 880.00,Middle Room,25,Views, Sungai Buloh SqWhere Residences  Fully Furnished Middle Room Newly Renovated Unit at 29th Floor MYR830.00,14
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, Near Bus stop",KL City Centre,🪵[ Pudu Fraser City Campus Lodge ] Fully Furnished Studio with Single Bed & Private Bathroom! (New Unit),RM 650.00,Studio,54,Views, Pudu Fraser City Campus Lodge  Fully Furnished Studio with Single Bed  Private Bathroom New Unit,9
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT",Selangor,Fully Furnished SS2 PJ Single Room Include Utilities & LRT Nearby - RM500,RM 500.00,Single Room,12,Views,Fully Furnished SS2 PJ Single Room Include Utilities  LRT Nearby  RM500,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Mini Market",Petaling Jaya,"*FEMALE UNIT* Master Room at Pelangi Damansara, Bandar Utama",RM 750.00,Master Room,35,Views,FEMALE UNIT Master Room at Pelangi Damansara Bandar Utama,12
"Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Playground, Mini Market",Petaling Jaya,"Single Room at Mutiara Perdana, Bandar Sunway",RM 500.00,Single Room,10,Views,Single Room at Mutiara Perdana Bandar Sunway,13
"Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Private Bathroom, Near LRT / MRT, Near MRT, 24 hours security, Swimming Pools, OKU Friendly, Multi-purpose hall, Playground, Mini Market",Ampang,master room ypc KL velocity mytown aeon maluri ekocheras lrt mrt ikea,RM 650.00,Master Room,126,Views,master room ypc KL velocity mytown aeon maluri ekocheras lrt mrt ikea,13
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near MRT, 24 hours security, Swimming Pools, OKU Friendly, Multi-purpose hall, Playground, Mini Market",Ampang,Room KL ypc college velocity mytown aeon maluri ekocheras lrt mrt single room kl,RM 380.00,Single Room,109,Views,Room KL ypc college velocity mytown aeon maluri ekocheras lrt mrt single room kl,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, 24 hours security, Mini Market",Selangor,[Biggest Corner Unit] Middle Room at PJ Centrestage from June 2022,RM 750.00,Middle Room,126,Views,Biggest Corner Unit Middle Room at PJ Centrestage from June 2022,9
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security",Kuala Lumpur,"🏛️[ KL Sentral Mansion Sentral ] Fully Furnished Middle Room with Double Single Bedroom with Fan & A/C For Rent near KL Sentral , NU Setral",RM 750.00,Middle Room,89,Views, KL Sentral Mansion Sentral  Fully Furnished Middle Room with Double Single Bedroom with Fan  AC For Rent near KL Sentral  NU Setral,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park",KL City Centre,🌇 [ Sky Suites KLCC Room Rental ] Fully Furnished Master Room with Private Bathroom near KLCC,"RM 1,310.00",Master Room,57,Views,  Sky Suites KLCC Room Rental  Fully Furnished Master Room with Private Bathroom near KLCC,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, 24 hours security",Petaling Jaya,Sunway PJS 7 | Working Adult Unit : Single Room + Attached Bathroom + Free Internet & Utilities & Cleaning,RM 600.00,Single Room,22,Views,Sunway PJS 7  Working Adult Unit  Single Room  Attached Bathroom  Free Internet  Utilities  Cleaning,5
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, 24 hours security, Mini Market",KL City Centre,[ Pudu Fraser City Campus Lodge ] Fully Furnished Hotel Style Studio with Single Bed & Private Bathroom! (New Unit),RM 650.00,Studio,147,Views, Pudu Fraser City Campus Lodge  Fully Furnished Hotel Style Studio with Single Bed  Private Bathroom New Unit,10
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, Playground, Mini Market",Malaysia,"Trillium, Medan Niaga Tasik Damai, Lake Fields, Sungai Besi, Sungai Besi LRT Station",RM 350.00,Single Room,76,Views,Trillium Medan Niaga Tasik Damai Lake Fields Sungai Besi Sungai Besi LRT Station,12
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, Playground, Mini Market",Kuala Lumpur,"Trillium, Medan Niaga Tasik Damai, Lake Fields, Sungai Besi, 5 min to LRT Station",RM 350.00,Single Room,101,Views,Trillium Medan Niaga Tasik Damai Lake Fields Sungai Besi 5 min to LRT Station,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Covered car park, Mini Market",Petaling Jaya,🐫[ Bandar Sunway SuriaMas Condo ] Fully Furnished Middle Room with 2 Single Bed and A/C & Fan for Rent,RM 700.00,Middle Room,41,Views, Bandar Sunway SuriaMas Condo  Fully Furnished Middle Room with 2 Single Bed and AC  Fan for Rent,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom",Petaling Jaya,"🐫[ Bandar Sunway PJS 7 Landed House ] Fully Furnished Single Bedroom with A/C & Fan for Rent near Taylors University , Sunway University, Monash",RM 600.00,Single Room,44,Views, Bandar Sunway PJS 7 Landed House  Fully Furnished Single Bedroom with AC  Fan for Rent near Taylors University  Sunway University Monash,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near MRT, Near Bus stop",Selangor,"Middle Room at Upper Floor Seksyen 17, Near UM",RM 500.00,Middle Room,109,Views,Middle Room at Upper Floor Seksyen 17 Near UM,8
